CustGroup,Customer,CustomerName,TransactionDate,InvoiceDescription,DetailLineCount,AmountDue,OriginalAmount,Tax,CollectedCheckDate,CollectedCheckNumber,CollectedCheckAmount,CollectedImage,Notes
1,221127,Kinder Morgan            ,41726,MARCH BILLING       ,4,39560,39560,3758.2,41795.67089,1913,39560,Images\AR_1_221127_1913.pdf,
1,213648,Public Utility District N,41725,MARCH BILLING       ,4,101773.8,109554,9202.54,41795.67089,6508,101773.8,Images\AR_1_213648_6508.pdf,
1,219352,Disney Facility Services ,41726,MAR BILLING         ,4,148392.76,150782.8,14324.36,41795.67089,5860,148392.76,Images\AR_1_219352_5860.pdf,
1,204989,Disney Connected and Adva,41726,MAR BILLING         ,4,37028,37028,3517.66,41795.67089,875,37028,Images\AR_1_204989_875.pdf,
1,219352,Disney Facility Services ,41726,MAR BILLING         ,4,30276.58,32600,3097,41795.67089,6203,30276.58,Images\AR_1_219352_6203.pdf,
1,213898,REIT Managements         ,41726,MAR BILLING         ,4,11392.26,17190,1426.78,41795.67089,9083,11392.26,Images\AR_1_213898_9083.pdf,
1,216978,Tektronix                ,41641,SERVICEALLIANCE     ,5,3661.83,88214,1792.46,41795.67089,7805,3661.83,Images\AR_1_216978_7805.pdf,
1,204785,Darryl Chen / Dr Linh Vu ,41642,SERVICEALLIANCE     ,4,299.5,299.5,26.06,41795.67089,5651,299.5,Images\AR_1_204785_5651.pdf,
1,219538,West Seattle Athletic Clu,41642,SERVICEALLIANCE     ,4,2398.9,2398.9,227.9,41795.67089,6359,2398.9,Images\AR_1_219538_6359.pdf,
1,219538,West Seattle Athletic Clu,41642,SERVICEALLIANCE     ,4,4126.98,4126.98,392.06,41795.67089,5235,4126.98,Images\AR_1_219538_5235.pdf,
1,211713,NEW SEATTLE MASSAGE      ,41642,SERVICEALLIANCE     ,4,680,680,64.6,41795.67089,2319,680,Images\AR_1_211713_2319.pdf,
1,206647,GLY Construction         ,41644,SERVICEALLIANCE     ,4,4717.1,4717.1,448.12,41795.67089,889,4717.1,Images\AR_1_206647_889.pdf,
1,200958,Alexandria Real Estate Eq,41644,SERVICEALLIANCE     ,4,10985.37,11012.56,43.68,41795.67089,2181,10985.37,Images\AR_1_200958_2181.pdf,
1,201317,Ashton Development       ,41644,SERVICEALLIANCE     ,4,488.08,1240,106.64,41795.67089,1440,488.08,Images\AR_1_201317_1440.pdf,
1,217952,WA State Criminal Justice,41644,SERVICEALLIANCE     ,4,811.5,811.5,77.1,41795.67089,1113,811.5,Images\AR_1_217952_1113.pdf,
1,209029,KCIT Radio Communication ,41644,SERVICEALLIANCE     ,4,12121.3,12121.3,1066.68,41795.67089,9628,12121.3,Images\AR_1_209029_9628.pdf,
1,219469,Terry Ashley             ,41644,SERVICEALLIANCE     ,4,8482.7,9076.2,853.16,41795.67089,3463,8482.7,Images\AR_1_219469_3463.pdf,
1,209738,LEG PTRS I SEA 2ND / Lega,41644,SERVICEALLIANCE     ,4,680,680,64.6,41795.67089,2603,680,Images\AR_1_209738_2603.pdf,
1,219564,Sears                    ,41644,SERVICEALLIANCE     ,4,31.61,738,70.12,41795.67089,8520,31.61,Images\AR_1_219564_8520.pdf,
1,217011,Tesoro Companies Inc     ,41644,SERVICEALLIANCE     ,4,311.86,311.86,29.62,41795.67089,6466,311.86,Images\AR_1_217011_6466.pdf,
1,200779,AVI SPL                  ,41644,SERVICEALLIANCE     ,2,186.19,650.6,61.81,41795.67089,3650,186.19,Images\AR_1_200779_3650.pdf,
1,211216,McKinstry Co.            ,41645,SERVICEALLIANCE     ,5,4040.11,4585.94,424.32,41795.67089,5232,4040.11,Images\AR_1_211216_5232.pdf,
1,206700,GRE 509 Olive LLC        ,41649,SERVICEALLIANCE     ,4,11458.56,11458.56,1088.56,41795.67089,4949,11458.56,Images\AR_1_206700_4949.pdf,
1,202804,CBRE                     ,41649,SERVICEALLIANCE     ,4,1507.5,1507.5,143.22,41795.67089,874,1507.5,Images\AR_1_202804_874.pdf,
1,205497,Eastridge Christian Churc,41649,SERVICEALLIANCE     ,4,895,895,85.02,41795.67089,6859,895,Images\AR_1_205497_6859.pdf,
1,208706,World Sports Grille      ,41649,SERVICEALLIANCE     ,4,5001.5,5001.5,475.14,41795.67089,175,5001.5,Images\AR_1_208706_175.pdf,
1,202827,CBRE                     ,41649,SERVICEALLIANCE     ,4,3085.5,3085.5,293.12,41795.67089,6768,3085.5,Images\AR_1_202827_6768.pdf,
1,202844,CBRE                     ,41649,SERVICEALLIANCE     ,4,1375,1375,130.62,41795.67089,8938,1375,Images\AR_1_202844_8938.pdf,
1,215400,SUNSET WEST CONDOS       ,41649,SERVICEALLIANCE     ,4,815,815,77.42,41795.67089,939,815,Images\AR_1_215400_939.pdf,
1,213416,Physio-Control Inc       ,41649,SERVICEALLIANCE     ,4,738,738,70.12,41795.67089,6601,738,Images\AR_1_213416_6601.pdf,
1,219585,First Services Residentia,41649,SERVICEALLIANCE     ,4,89.77,2456.25,81.34,41795.67089,3233,89.77,Images\AR_1_219585_3233.pdf,
1,219596,Escala - Desiree Merulli ,41649,SERVICEALLIANCE     ,4,748,748,71.06,41795.67089,6483,748,Images\AR_1_219596_6483.pdf,
1,219348,Rhodes River Ranch       ,41649,SERVICEALLIANCE     ,4,4801.74,15971.2,823.12,41795.67089,9302,4801.74,Images\AR_1_219348_9302.pdf,
1,219167,Veloce Apartments        ,41649,SERVICEALLIANCE     ,4,1763.84,3420.24,324.92,41795.67089,4434,1763.84,Images\AR_1_219167_4434.pdf,
1,211816,NORTHGATE LIBRARY        ,41649,SERVICEALLIANCE     ,4,691.24,691.24,65.66,41795.67089,7656,691.24,Images\AR_1_211816_7656.pdf,
1,219514,Gabrielle Coulon         ,41652,SERVICEALLIANCE     ,4,801.62,1494.1,141.94,41795.67089,9904,801.62,Images\AR_1_219514_9904.pdf,
1,203474,Campagne                 ,41652,SERVICEALLIANCE     ,4,1019.76,1019.76,96.88,41795.67089,1022,1019.76,Images\AR_1_203474_1022.pdf,
1,219560,US Remodelers            ,41652,SERVICEALLIANCE     ,2,1433.87,668.86,63.54,41795.67089,1288,1433.87,Images\AR_1_219560_1288.pdf,
1,209014,KATHY SCHROEDER          ,41652,SERVICEALLIANCE     ,4,178,178,14.42,41795.67089,4409,178,Images\AR_1_209014_4409.pdf,
1,212436,Our Daily Bread          ,41652,SERVICEALLIANCE     ,4,554.76,554.76,48.26,41795.67089,577,554.76,Images\AR_1_212436_577.pdf,
1,216391,Swedish Medical Center   ,41652,SERVICEALLIANCE     ,4,614,614,58.34,41795.67089,4501,614,Images\AR_1_216391_4501.pdf,
1,207639,Highline Medical Center  ,41652,SERVICEALLIANCE     ,4,1004,1004,95.38,41795.67089,4442,1004,Images\AR_1_207639_4442.pdf,
1,215690,Seattle Iron & Metal     ,41652,SERVICEALLIANCE     ,4,4646,4646,441.38,41795.67089,4237,4646,Images\AR_1_215690_4237.pdf,
1,202527,Brooklake Community Churc,41652,SERVICEALLIANCE     ,4,3684.5,3684.5,350.02,41795.67089,5876,3684.5,Images\AR_1_202527_5876.pdf,
1,218907,Y K Kuniyuki             ,41652,SERVICEALLIANCE     ,4,232,232,22.04,41795.67089,1212,232,Images\AR_1_218907_1212.pdf,
1,215693,Seattle Marriott Sea-Tac ,41652,SERVICEALLIANCE     ,4,1996,1996,189.62,41795.67089,5798,1996,Images\AR_1_215693_5798.pdf,
1,202797,CBRE                     ,41652,SERVICEALLIANCE     ,4,2117,2117,194.76,41795.67089,50,2117,Images\AR_1_202797_50.pdf,
1,207684,Holiday Inn              ,41652,SERVICEALLIANCE     ,2,83.61,2814.5,258.93,41795.67089,8142,83.61,Images\AR_1_207684_8142.pdf,
1,202198,Belmark Property Manageme,41653,SERVICEALLIANCE     ,4,739.5,739.5,63.6,41795.67089,6341,739.5,Images\AR_1_202198_6341.pdf,
1,211507,Monte Villa Farms LLC    ,41653,SERVICEALLIANCE     ,4,5070,5070,481.66,41795.67089,1116,5070,Images\AR_1_211507_1116.pdf,
1,219590,Saratoga                 ,41654,SERVICEALLIANCE     ,6,13187.14,15073.36,230.22,41795.67089,4981,13187.14,Images\AR_1_219590_4981.pdf,
1,201813,BP WEST COAST PRODUCTS LL,41654,SERVICEALLIANCE     ,5,250220.26,13496.32,1114.68,41795.67089,1217,250220.26,Images\AR_1_201813_1217.pdf,
1,219583,David Martin             ,41654,SERVICEALLIANCE     ,5,1703,188,161.78,41795.67089,1493,1703,Images\AR_1_219583_1493.pdf,
1,209589,LA Fitness               ,41655,SERVICEALLIANCE     ,6,2849.46,2982,92.34,41795.67089,6165,2849.46,Images\AR_1_209589_6165.pdf,
1,219606,Eospace                  ,41656,SERVICEALLIANCE     ,4,1042,1042,99,41795.67089,577,1042,Images\AR_1_219606_577.pdf,
1,205406,ETC                      ,41656,SERVICEALLIANCE     ,4,617,617,58.62,41795.67089,2936,617,Images\AR_1_205406_2936.pdf,
1,208904,Jones Lang LaSalle       ,41656,SERVICEALLIANCE     ,4,1875,1875,178.12,41795.67089,8893,1875,Images\AR_1_208904_8893.pdf,
1,201040,Aluma Systems            ,41656,SERVICEALLIANCE     ,4,448,448,42.56,41795.67089,9409,448,Images\AR_1_201040_9409.pdf,
1,208018,Infosys Technologies     ,41656,SERVICEALLIANCE     ,4,431,431,40.94,41795.67089,9473,431,Images\AR_1_208018_9473.pdf,
1,219396,Steelhead Diner          ,41656,SERVICEALLIANCE     ,4,1025,1025,97.38,41795.67089,9088,1025,Images\AR_1_219396_9088.pdf,
1,200958,Alexandria Real Estate Eq,41656,SERVICEALLIANCE     ,2,2294.67,4047.92,384.55,41795.67089,9972,2294.67,Images\AR_1_200958_9972.pdf,
1,200958,Alexandria Real Estate Eq,41656,SERVICEALLIANCE     ,2,6835.32,849.75,80.73,41795.67089,8146,6835.32,Images\AR_1_200958_8146.pdf,
1,200958,Alexandria Real Estate Eq,41656,SERVICEALLIANCE     ,4,829.87,2246.08,205.38,41795.67089,651,829.87,Images\AR_1_200958_651.pdf,
1,200958,Alexandria Real Estate Eq,41295,SERVICEALLIANCE     ,3,2583.84,2720,211.85,41795.67089,2473,2583.84,Images\AR_1_200958_2473.pdf,
1,200958,Alexandria Real Estate Eq,41295,SERVICEALLIANCE     ,6,9352.96,7369.88,700.14,41795.67089,809,9352.96,Images\AR_1_200958_809.pdf,
1,219487,Mid Mountain Process Oven,41659,SERVICEALLIANCE     ,4,84310.34,85314,7507.64,41795.67089,7121,84310.34,Images\AR_1_219487_7121.pdf,
1,202476,Brewster School District ,41660,SERVICEALLIANCE     ,4,39665,39665,3054.2,41795.67089,3381,39665,Images\AR_1_202476_3381.pdf,
1,208706,World Sports Grille      ,41660,SERVICEALLIANCE     ,4,3760.08,3760.08,357.2,41795.67089,3048,3760.08,Images\AR_1_208706_3048.pdf,
1,208706,World Sports Grille      ,41660,SERVICEALLIANCE     ,4,898,898,85.32,41795.67089,9529,898,Images\AR_1_208706_9529.pdf,
1,208706,World Sports Grille      ,41660,SERVICEALLIANCE     ,4,4565,4565,433.68,41795.67089,7890,4565,Images\AR_1_208706_7890.pdf,
1,208425,JOHN PIETROMONACO        ,41660,SERVICEALLIANCE     ,4,13310,13310,1264.46,41795.67089,3852,13310,Images\AR_1_208425_3852.pdf,
1,203474,Campagne                 ,41660,SERVICEALLIANCE     ,4,2534.54,2534.54,240.78,41795.67089,6356,2534.54,Images\AR_1_203474_6356.pdf,
1,209589,LA Fitness               ,41660,SERVICEALLIANCE     ,2,474.1,420,39.9,41795.67089,2226,474.1,Images\AR_1_209589_2226.pdf,
1,217310,Transportation Agent Grid,41660,SERVICEALLIANCE     ,4,738,738,70.12,41795.67089,3980,738,Images\AR_1_217310_3980.pdf,
1,208463,JONES LANG LASALLE       ,41660,SERVICEALLIANCE     ,4,1388.66,1388.66,131.92,41795.67089,725,1388.66,Images\AR_1_208463_725.pdf,
1,207450,Hamilton Place           ,41660,SERVICEALLIANCE     ,4,995.28,995.28,86.58,41795.67089,9276,995.28,Images\AR_1_207450_9276.pdf,
1,216940,Target Store             ,41660,SERVICEALLIANCE     ,4,2739.8,2739.8,230.14,41795.67089,5219,2739.8,Images\AR_1_216940_5219.pdf,
1,219523,Escala - Mark & Kath Ball,41660,SERVICEALLIANCE     ,4,1758.76,1758.76,167.08,41795.67089,1055,1758.76,Images\AR_1_219523_1055.pdf,
1,202088,Barclay Broadway Apartmen,41662,SERVICEALLIANCE     ,2,1363.05,1199.5,113.95,41795.67089,7988,1363.05,Images\AR_1_202088_7988.pdf,
1,209470,King County Solid Waste  ,41662,SERVICEALLIANCE     ,4,5657.5,5657.5,537.46,41795.67089,5014,5657.5,Images\AR_1_209470_5014.pdf,
1,215619,Scottish Rite Masonic Ctr,41662,SERVICEALLIANCE     ,4,248,248,23.56,41795.67089,4568,248,Images\AR_1_215619_4568.pdf,
1,215782,Sharp Labs of America    ,41663,SERVICEALLIANCE     ,4,2912,2912,244.6,41795.67089,912,2912,Images\AR_1_215782_912.pdf,
1,218107,WBRPII                   ,41666,SERVICEALLIANCE     ,4,2191,2191,208.14,41795.67089,9189,2191,Images\AR_1_218107_9189.pdf,
1,203857,City of Bellevue Parks De,41666,SERVICEALLIANCE     ,4,5385.04,5385.04,511.58,41795.67089,2187,5385.04,Images\AR_1_203857_2187.pdf,
1,213563,Precor                   ,41666,SERVICEALLIANCE     ,4,444,444,42.18,41795.67089,2267,444,Images\AR_1_213563_2267.pdf,
1,200099,2200 Westlake            ,41666,SERVICEALLIANCE     ,4,2638.86,2638.86,250.7,41795.67089,9097,2638.86,Images\AR_1_200099_9097.pdf,
1,219538,West Seattle Athletic Clu,41666,SERVICEALLIANCE     ,4,5134.5,6161.78,585.36,41795.67089,7452,5134.5,Images\AR_1_219538_7452.pdf,
1,215922,Slalom LLC               ,41666,SERVICEALLIANCE     ,4,752.7,752.7,71.5,41795.67089,6672,752.7,Images\AR_1_215922_6672.pdf,
1,217639,United States Postal Serv,41666,SERVICEALLIANCE     ,4,6077.76,6077.76,467.98,41795.67089,3451,6077.76,Images\AR_1_217639_3451.pdf,
1,219624,Brown & Brown Northwest  ,41667,SERVICEALLIANCE     ,5,1310.34,2507.74,127.86,41795.67089,5520,1310.34,Images\AR_1_219624_5520.pdf,
1,209933,Lafarge                  ,41303,SERVICEALLIANCE     ,4,8679.9,8679.9,824.6,41795.67089,9082,8679.9,Images\AR_1_209933_9082.pdf,
1,219616,First Aid Only           ,41668,SERVICEALLIANCE     ,2,3701.77,1595.45,134.02,41795.67089,7422,3701.77,Images\AR_1_219616_7422.pdf,
1,205406,ETC                      ,41305,SERVICEALLIANCE     ,4,599,599,56.9,41795.67089,7002,599,Images\AR_1_205406_7002.pdf,
1,200721,AT&T Wireless Services   ,41669,SERVICEALLIANCE     ,4,2376.08,2376.1,225.72,41795.67089,4853,2376.08,Images\AR_1_200721_4853.pdf,
1,214769,SCIDPDA                  ,41669,SERVICEALLIANCE     ,4,4681,4681,444.7,41795.67089,3445,4681,Images\AR_1_214769_3445.pdf,
1,217526,US Healthworks           ,41305,SERVICEALLIANCE     ,4,730,730,69.36,41795.67089,8792,730,Images\AR_1_217526_8792.pdf,
1,202776,CB Richard Ellis         ,41669,SERVICEALLIANCE     ,4,7450,7450,707.76,41795.67089,8487,7450,Images\AR_1_202776_8487.pdf,
1,202776,CB Richard Ellis         ,41669,SERVICEALLIANCE     ,4,4044,4044,384.18,41795.67089,8407,4044,Images\AR_1_202776_8407.pdf,
1,217425,UNION BAY PROPERTIES     ,41669,SERVICEALLIANCE     ,4,3712.5,3712.5,352.68,41795.67089,5755,3712.5,Images\AR_1_217425_5755.pdf,
1,208706,World Sports Grille      ,41670,SERVICEALLIANCE     ,4,1517.96,1517.96,144.2,41795.67089,4823,1517.96,Images\AR_1_208706_4823.pdf,
1,213405,Phillips Real Estate Serv,41670,SERVICEALLIANCE     ,4,3976.62,3976.62,377.78,41795.67089,7529,3976.62,Images\AR_1_213405_7529.pdf,
1,201159,Apollo Holdings LLC      ,41670,SERVICEALLIANCE     ,4,5945.58,5945.58,564.84,41795.67089,9814,5945.58,Images\AR_1_201159_9814.pdf,
1,202776,CB Richard Ellis         ,41670,SERVICEALLIANCE     ,4,1146.46,1146.46,108.92,41795.67089,9222,1146.46,Images\AR_1_202776_9222.pdf,
1,200721,AT&T Wireless Services   ,41670,SERVICEALLIANCE     ,4,1167.68,1167.68,110.92,41795.67089,2029,1167.68,Images\AR_1_200721_2029.pdf,
1,203668,CertainTeed Gypsum       ,41670,SERVICEALLIANCE     ,4,3586.88,3586.88,340.76,41795.67089,4135,3586.88,Images\AR_1_203668_4135.pdf,
1,207554,Healthcare Realty Trust  ,41670,SERVICEALLIANCE     ,4,3706.5,4089.3,388.48,41795.67089,2372,3706.5,Images\AR_1_207554_2372.pdf,
1,213665,Puget Sound Pipe         ,41670,SERVICEALLIANCE     ,6,37436.29,38032.35,3613.07,41795.67089,7176,37436.29,Images\AR_1_213665_7176.pdf,
1,202359,Blueacre Seafood Restaura,41672,SERVICEALLIANCE     ,4,880,880,83.6,41795.67089,4312,880,Images\AR_1_202359_4312.pdf,
1,203098,City of Tukwila          ,41672,SERVICEALLIANCE     ,4,15247.04,15247.04,1448.46,41795.67089,9479,15247.04,Images\AR_1_203098_9479.pdf,
1,202359,Blueacre Seafood Restaura,41672,SERVICEALLIANCE     ,4,1790,1790,170.06,41795.67089,6318,1790,Images\AR_1_202359_6318.pdf,
1,202173,Bellevue College         ,41672,SERVICEALLIANCE     ,4,47000,47000,4465,41795.67089,5753,47000,Images\AR_1_202173_5753.pdf,
1,214934,SFERS REAL ESTATE CORP. F,41672,SERVICEALLIANCE     ,4,7600,7600,722,41795.67089,6255,7600,Images\AR_1_214934_6255.pdf,
1,214344,Rexam                    ,41672,SERVICEALLIANCE     ,4,1375,1375,130.62,41795.67089,7189,1375,Images\AR_1_214344_7189.pdf,
1,206300,FXI                      ,41672,SERVICEALLIANCE     ,4,36816,36816,3497.52,41795.67089,2031,36816,Images\AR_1_206300_2031.pdf,
1,201159,Apollo Holdings LLC      ,41672,SERVICEALLIANCE     ,4,2915.74,2915.74,277,41795.67089,68,2915.74,Images\AR_1_201159_68.pdf,
1,209470,King County Solid Waste  ,41672,SERVICEALLIANCE     ,4,5479.16,5479.16,520.52,41795.67089,1062,5479.16,Images\AR_1_209470_1062.pdf,
1,209966,Lakeside Industries      ,41672,SERVICEALLIANCE     ,4,2080.92,2080.92,197.68,41795.67089,8313,2080.92,Images\AR_1_209966_8313.pdf,
1,201222,Arden Realty Inc Canyon P,41677,SERVICEALLIANCE     ,4,7876.9,7876.9,748.3,41795.67089,6006,7876.9,Images\AR_1_201222_6006.pdf,
1,203474,Campagne                 ,41677,SERVICEALLIANCE     ,4,2709.72,2709.72,257.42,41795.67089,3259,2709.72,Images\AR_1_203474_3259.pdf,
1,214559,Ross Display             ,41677,SERVICEALLIANCE     ,4,18834.84,18834.84,1789.3,41795.67089,7094,18834.84,Images\AR_1_214559_7094.pdf,
1,203474,Campagne                 ,41677,SERVICEALLIANCE     ,4,4333.84,4333.84,411.72,41795.67089,5141,4333.84,Images\AR_1_203474_5141.pdf,
1,202776,CB Richard Ellis         ,41677,SERVICEALLIANCE     ,4,3549.94,3549.94,337.24,41795.67089,9781,3549.94,Images\AR_1_202776_9781.pdf,
1,216940,Target Store             ,41677,SERVICEALLIANCE     ,4,2372.22,2372.22,225.36,41795.67089,926,2372.22,Images\AR_1_216940_926.pdf,
1,219253,IMS                      ,41677,SERVICEALLIANCE     ,4,5527.6,5527.6,525.12,41795.67089,9993,5527.6,Images\AR_1_219253_9993.pdf,
1,215400,SUNSET WEST CONDOS       ,41677,SERVICEALLIANCE     ,4,5480.46,5480.46,520.64,41795.67089,5705,5480.46,Images\AR_1_215400_5705.pdf,
1,216940,Target Store             ,41677,SERVICEALLIANCE     ,4,799.92,799.92,76,41795.67089,4200,799.92,Images\AR_1_216940_4200.pdf,
1,216940,Target Store             ,41677,SERVICEALLIANCE     ,4,841.24,841.24,79.92,41795.67089,5441,841.24,Images\AR_1_216940_5441.pdf,
1,216940,Target Store             ,41677,SERVICEALLIANCE     ,4,1578.02,1578.02,149.92,41795.67089,373,1578.02,Images\AR_1_216940_373.pdf,
1,216940,Target Store             ,41677,SERVICEALLIANCE     ,4,749.32,749.32,71.18,41795.67089,9179,749.32,Images\AR_1_216940_9179.pdf,
1,202417,Bonney Lake MOB Investors,41677,SERVICEALLIANCE     ,4,6057,6057,533.02,41795.67089,8902,6057,Images\AR_1_202417_8902.pdf,
1,215619,Scottish Rite Masonic Ctr,41677,SERVICEALLIANCE     ,4,403,403,38.28,41795.67089,4652,403,Images\AR_1_215619_4652.pdf,
1,202359,Blueacre Seafood Restaura,41679,SERVICEALLIANCE     ,4,2500,2500,237.5,41795.67089,1650,2500,Images\AR_1_202359_1650.pdf,
1,211162,Matt Talbot Center       ,41679,SERVICEALLIANCE     ,4,4422,4422,420.1,41795.67089,9769,4422,Images\AR_1_211162_9769.pdf,
1,211162,Matt Talbot Center       ,41679,SERVICEALLIANCE     ,4,2768,2768,262.96,41795.67089,9006,2768,Images\AR_1_211162_9006.pdf,
1,211162,Matt Talbot Center       ,41679,SERVICEALLIANCE     ,4,1549,1549,147.16,41795.67089,6720,1549,Images\AR_1_211162_6720.pdf,
1,211162,Matt Talbot Center       ,41679,SERVICEALLIANCE     ,4,3020,3020,286.9,41795.67089,7349,3020,Images\AR_1_211162_7349.pdf,
1,202359,Blueacre Seafood Restaura,41679,SERVICEALLIANCE     ,4,1258,1258,119.52,41795.67089,5586,1258,Images\AR_1_202359_5586.pdf,
1,202359,Blueacre Seafood Restaura,41679,SERVICEALLIANCE     ,4,742,742,70.5,41795.67089,9673,742,Images\AR_1_202359_9673.pdf,
1,203931,City of Tukwila          ,41679,SERVICEALLIANCE     ,4,7945,7945,754.78,41795.67089,3790,7945,Images\AR_1_203931_3790.pdf,
1,219538,West Seattle Athletic Clu,41679,SERVICEALLIANCE     ,4,3194.08,4224,401.28,41795.67089,2462,3194.08,Images\AR_1_219538_2462.pdf,
1,205719,Escala                   ,41679,SERVICEALLIANCE     ,4,2779.04,6141.52,583.44,41795.67089,4841,2779.04,Images\AR_1_205719_4841.pdf,
1,211507,Monte Villa Farms LLC    ,41679,SERVICEALLIANCE     ,4,1241.28,1241.28,117.92,41795.67089,5937,1241.28,Images\AR_1_211507_5937.pdf,
1,210964,Mailhandlers             ,41679,SERVICEALLIANCE     ,4,1217.4,1217.4,115.66,41795.67089,8793,1217.4,Images\AR_1_210964_8793.pdf,
1,207006,Grandview Condos         ,41679,SERVICEALLIANCE     ,4,1260,1260,119.7,41795.67089,806,1260,Images\AR_1_207006_806.pdf,
1,217863,Verizon Wireless         ,41313,SERVICEALLIANCE     ,2,442.79,363,30.49,41795.67089,4338,442.79,Images\AR_1_217863_4338.pdf,
1,200876,Aegis Living             ,41680,SERVICEALLIANCE     ,4,6085,6085,578.08,41795.67089,2564,6085,Images\AR_1_200876_2564.pdf,
1,200338,AGC Building & Marina    ,41680,SERVICEALLIANCE     ,4,2163.39,3776,133.19,41795.67089,8135,2163.39,Images\AR_1_200338_8135.pdf,
1,206210,Fenwick & West           ,41680,SERVICEALLIANCE     ,4,544,544,51.68,41795.67089,7582,544,Images\AR_1_206210_7582.pdf,
1,207033,Greater Seattle Friends M,41680,SERVICEALLIANCE     ,4,1096,1096,104.12,41795.67089,4689,1096,Images\AR_1_207033_4689.pdf,
1,219262,WJ Bradley Mortgage Capit,41680,SERVICEALLIANCE     ,4,435.5,435.5,41.38,41795.67089,250,435.5,Images\AR_1_219262_250.pdf,
1,212445,Overlake Christian Church,41680,SERVICEALLIANCE     ,4,2208,2208,209.76,41795.67089,7416,2208,Images\AR_1_212445_7416.pdf,
1,214393,Rick Redman              ,41680,SERVICEALLIANCE     ,4,3877.5,3877.5,368.36,41795.67089,7979,3877.5,Images\AR_1_214393_7979.pdf,
1,217678,Uptown Queen Anne        ,41680,SERVICEALLIANCE     ,4,912,912,86.64,41795.67089,5002,912,Images\AR_1_217678_5002.pdf,
